	PT0	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT17	PT18	PT19	PT20	PT21	PT22	PT23	PT24	PT25	PT26	PT27	PT28	PT29	PT30	PT31	PT32	PT33	PT34	PT35	PT36	PT37	PT38	PT39	PT40	PT41	PT42	PT43	PT44	PT45	PT46	PT47	PT48	PT49	PT50	PT51	PT52	PT53	PT54	PT55	PT56	PT57	PT58	PT59	PT60	PT61	PT62	PT63
RNF10	0.34735295	-1.1812	0.2845	-3.4999223	2.962863	-1.4952685	-1.0707	-0.6505	-0.80764997	-2.4351804	1.6849	0.1291	-2.3435	-2.28015	-0.31914264	-3.4557	0.46385002	2.0952	-0.6745	0.40229997	0.5905	-1.5731499	-0.45859998	-1.8524337	0.32568458	2.6227	-1.0462	-1.893	0.8910501	-0.34429997	0.6188506	-1.8048992	-0.3807	0.7325	-3.977	-2.676	-1.6522	-3.9693499	-1.4958	-0.2299	-5.8127	0.8429	-1.322	0.9498	-2.2742	-3.933	-1.9903	-3.3927	-2.5878	-2.9040499	-1.3475	-0.45323056	-0.2529	-0.2004	1.8294499	-1.2739	-0.5263	1.1464274	0.12317906	0.39646795	0.7749	-1.2564	-2.3156	-0.3333
RPLP2	-1.7669332	2.0493	2.2275	-4.780415	2.3842053	0.4245783	-4.2036	1.1641	-3.3862998	-1.497786	2.7928	1.2295	1.2999	-0.3523	-0.10364027	-0.5927999	-3.2321	2.029	0.4316	-6.46765	-0.3191	-0.19800001	0.68795	-0.41403666	1.0993596	0.865	-0.6924	-8.0526	1.1274112	-0.647	0.5657549	1.2681404	1.7125	-2.3616	-0.36	1.4728	0.5886	0.96190006	-1.4613	-0.887	-0.715	-4.5195	-3.2154	-2.6183	-3.126	-3.9808998	-1.0676	-1.4386	0.41279998	0.98469996	0.1746	-1.7466277	0.84325004	1.1553	2.01435	0.7006	1.25475	0.52402467	-1.0719587	-0.71932685	-8.1717	-1.0212	-4.6616	-0.6029
KMO	4.35893	2.9706	5.7641	1.1295565	-0.8943431	2.867969	-0.4514	5.939	3.5258	-0.18352027	0.3983	-1.0003	0.3926	-0.10960001	-1.7482656	1.09915	6.87595	2.7199	4.2415	2.84835	-0.4987	4.94585	1.9193499	3.0682187	1.6656103	-2.2325	5.0804	-0.6353	3.6439133	2.1111	0.5261935	4.67934	2.3049	1.6554	-1.7987	-0.1019	-4.1136	-1.50905	0.74819994	-0.8793	0.3222	-2.4887	4.80005	6.0562	2.92665	4.3703	-0.1233	1.4944	0.5830501	1.6652999	-0.62345004	-1.5459058	-1.13765	-0.3567	-0.68079996	0.8187	1.5207	0.8038006	0.71251875	0.44133806	1.3133	0.9241	2.3767	1.5696
STYXL1	1.9397584	-3.0738	-2.0471	-0.8696126	0.18391532	-0.1921432	1.7757	2.262	3.6058998	-0.77267563	0.0116	-1.7679	-1.1404	-4.9937	-2.0764432	-2.1417	-4.17455	2.112	1.7796	1.8068	0.0594	-3.5829	1.7093999	-3.229663	2.3470352	-0.5336	7.1623	2.866	0.71195644	1.1152	3.6303587	4.5050354	1.5135	0.7587	-0.8036	-3.5205	-3.1867	-0.1573	1.55285	-3.1784	-5.1085	-2.2424	0.36650002	0.4096	-0.69825006	0.718	0.2487	0.3329	-0.35935003	-2.03775	0.00064998865	-1.5748664	-0.98015	-3.18745	-2.90605	-1.5573	-2.54195	-0.53189486	-0.014570504	-1.0519269	-1.3326	0.4413	2.0371	1.792
NPAS3	2.5624933	1.2511	1.5712	4.7331176	-1.680351	2.0731263	0.0282	-1.7535	2.8805	2.0413847	-0.7938	2.5403	2.374	4.71425	0.9529021	5.7668	0.36409998	0.8087	0.9133	0.88774997	2.632	2.70265	1.70565	1.5895793	-0.12449228	-0.6437	0.3599	3.5808	3.7796762	0.4155	-0.20114994	2.0814857	0.6017	-1.5769	-3.0347	5.3455	0.2579	1.9877	0.73875004	-1.5682	1.1761	-4.4305	0.89685	0.2642	-1.1922	4.7008	1.5434	3.3417	2.2736502	-1.1236	-0.7465	0.5239185	-1.34325	0.48804998	-0.9673	-1.19425	-1.9367499	-1.2841893	-1.7946689	-0.43775785	3.0794	-1.321	0.7713	2.0326
CNOT3	3.0362334	2.574	4.0734	0.13303295	-0.93923336	3.014705	-5.089	-3.0734	-3.31745	-0.12684877	-0.9677	-1.6497	1.4438	-1.2076	-2.6929734	1.32055	-0.89379996	-1.2471	-0.5755	-0.9727	3.7368	-0.417	0.14945	-1.3437197	0.42937845	-1.5819	-4.8789	0.2051	-3.8790805	1.48585	0.08249736	0.28659037	-1.2774	0.2572	1.4931	-0.4255	0.3165	-0.081499994	-0.39909995	-0.7134	0.3412	0.4491	2.26205	-2.7246	4.2844	-0.010049999	-0.6095	3.1051	0.4869	-0.029900074	0.92575	-0.5511417	0.72255003	0.76365	1.7364	2.56955	1.76265	-0.96294963	0.050667554	-0.7987756	-4.3019	1.5205	-2.4065	2.9455
TRIB2	2.745352	-0.0602	2.3821	1.8620639	-1.3657486	1.4644823	0.7763	4.4568	2.3018	0.69150096	0.8759	-2.8245	0.8813	2.1508	2.2880027	3.6433501	2.5676	2.7315	0.729	-0.42035002	-3.5325	0.3218	0.14719999	0.74799037	0.83372676	0.2869	-1.2852	-10.0	4.818412	2.1304	0.4249838	-0.26299262	1.803	-1.0321	2.0579	3.1817	0.2799	0.20065	2.1296	5.2571	4.6194	-6.405	5.2263002	4.409	2.5234	1.9282501	-0.2069	0.1106	1.1333	0.7788	0.37274998	-0.42489305	-0.1218	-1.0681	0.76925	-1.89065	0.17819998	-1.2200814	0.37732106	0.5026661	4.5901	-0.9362	3.7185	0.8346
LIMK1	0.74027765	0.9231	0.9517	0.56396914	0.072541244	0.3080539	0.9552	-2.1141	1.07575	1.3503897	-1.7344	2.1051	0.4936	2.45235	-0.5490323	-0.14809999	-3.78125	0.2571	-0.2993	0.26695	-2.687	0.51129997	-2.21695	1.874407	-0.30657947	1.3575	5.5327	-1.3799	3.0579054	-2.1196	-1.6061739	-0.37213922	2.3134	-0.5568	1.8456	3.0709	1.5443	2.5924	2.19055	-0.146	1.5481	-0.8349	3.1533499	-4.904	0.43199998	1.01695	-2.2409	0.5168	1.91605	1.1977999	4.97565	-2.4869568	-0.95845	-2.1343498	-1.1258	-1.189	-0.8802	-0.8280197	-1.3463273	-1.6026231	-3.7102	0.9971	-3.6246	0.2596
IL6	0.23086432	-0.7173	0.0768	0.56728005	1.1108968	-0.18078732	1.6613	1.1803	4.8842497	-0.9267505	0.8614	0.5121	3.6469	2.50665	3.4782288	-6.01905	2.8768	-0.313	-0.8837	2.5124002	1.0844	1.8422	-0.056849986	-0.78191054	-0.97394854	-0.4426	0.6551	-0.1451	0.87178177	-0.57984996	-1.1634673	0.81202507	0.9893	2.202	2.3594	2.668	-2.1676	1.4541501	7.02575	0.4671	7.0384	-0.2124	5.74015	10.0	4.26585	7.4856	1.52	0.9888	5.8631	1.7508501	1.00575	-1.861555	-0.88995004	-1.4758	-0.46905	-1.8158001	-0.55435	-1.5226439	-1.2986119	-1.6819772	0.2627	-0.1425	3.2706	0.7045
EPHX2	2.928101	3.9597	4.5033	0.9806262	-1.2558217	4.2971416	1.3883	0.1008	1.5339501	1.6933012	-0.5422	0.7937	1.7015	2.8831	6.663245	1.1321499	1.17365	0.7591	1.6349	1.2848	-1.0911	2.0767999	4.1225004	1.362098	3.1415224	-0.0167	2.5161	1.2758	1.5077351	3.00835	4.055639	0.6272743	-0.0493	-3.0321	1.6126	2.1803	3.7776	3.8726501	2.18665	-0.5665	2.5846	5.3275	2.6364	1.7595	2.5537	2.0794	3.1328	1.1168	3.3001502	4.33025	0.7708	1.7509608	1.96435	0.26920003	0.27465	1.4658	1.1557	0.32793164	1.2444754	0.8838101	1.4689	3.9643	2.0734	1.261
NREP	3.3371997	4.1825	3.3589	2.6705575	-3.4892306	4.6294985	1.7884	-2.455	1.52035	-1.2064704	0.1957	1.3625	0.4989	3.7523	2.6026475	4.94555	6.05735	0.0049	3.5939	2.82595	0.6977	3.2649999	3.7404	3.5266972	2.2234933	-1.387	-2.8952	-0.6575	0.70018095	3.32255	2.3931532	-1.3299828	3.3322	-1.641	1.686	3.2138	2.265	2.0633001	2.62675	0.0038	7.4793	-1.9099	4.65965	1.2537	3.0162501	1.0247	1.9085	3.8207	3.2226	0.87979996	0.8488	-2.7152438	0.12494999	0.96145	0.3103	1.09805	-1.13325	0.6541683	0.39951062	0.9999894	4.8668	-0.6842	1.0811	2.916
BBS10	0.2992866	-0.2834	0.3475	2.360484	-0.5501469	0.99581665	4.0282	4.6793	2.10305	-1.0075606	-1.1454	-2.9007	2.1996	4.0013	3.6984072	3.26075	-0.09404999	1.036	-1.5794	1.74175	1.9397	2.49535	0.672	4.0324073	-0.54586875	-0.9271	-0.2137	0.4279	3.5637486	-0.19655001	-0.99363077	4.918056	-0.5186	-2.4541	-2.5308	3.7353	1.8949	3.3175502	1.14705	-0.8986	1.9365	-4.3904	2.99365	4.3592	1.5439501	2.0336	1.3833	-0.7137	-0.12379998	-0.96819997	4.05575	-0.45836487	1.7652	1.16695	-0.764	-0.37805	0.6495	-0.4486904	-0.4886165	-0.40163302	5.0207	1.8407	2.165	-2.4056
ZMYND11	1.9858623	1.483	0.4962	-1.9075825	-1.1328976	1.7374433	2.874	-0.9924	0.2579	0.25019982	-0.066	1.1381	4.3426	2.8217	1.8184843	-0.45215	-0.50549996	-0.4247	-0.1119	2.07415	1.8	0.32865	2.41345	3.8091018	-1.5606498	-0.5259	1.7424	-1.4042	-2.8508208	-0.7682	-1.859091	1.104663	0.9979	0.001	0.4798	-1.9945	1.0642	-1.17485	0.49755	0.9581	0.3814	-0.8108	5.5554	3.8259	3.1707501	4.37035	2.447	2.4668	1.47305	0.95869994	1.4047999	1.3588648	0.82149994	1.27415	-0.92265004	0.9551	-0.23485	0.48210478	0.6134688	0.9198786	3.779	-1.3494	-1.9211	-0.1556
NFIL3	-9.11071	4.2343	-5.0254	-0.701658	-0.8435775	-4.568526	1.3905	-0.1722	4.6658	1.1839739	-0.4704	0.5987	4.1842	1.3333501	1.2085679	2.2026	-1.2274	-1.2434	-6.0746	0.0853	1.4803	4.48295	-5.01095	0.39741665	-7.034127	-0.5342	-0.055	-1.3352	1.950264	-4.7192497	-9.289955	0.10776958	-1.0722	3.4812	2.3278	6.6769	-0.6974	2.74075	-3.36955	10.0	-6.3645	-1.7212	-1.5840001	-1.8909	0.0853	-1.5692	-1.8905	4.4349	0.2434	3.27565	-0.54245	-0.060664132	-3.2420502	-2.97565	0.88060004	-2.8167	0.80789995	-1.8313916	-2.901555	-3.2541685	6.103	-3.8195	3.0889	-1.0462
MAGED2	-0.62463164	-1.7815	-0.4734	2.014077	-1.1784815	0.7561913	1.5533	-2.867	4.5303	-2.441954	1.2592	-1.1693	0.5317	4.82885	4.208623	-1.09665	-0.027400017	-0.331	2.8257	-1.7509	-2.4749	1.43995	0.00075000525	3.8963666	1.6126401	1.2921	0.8424	-1.0216	3.0090437	-1.56145	0.7531173	4.263745	0.2034	2.222	-0.0884	-0.0979	0.5415	-1.2616	2.51245	1.6521	2.0858	-0.5105	1.1064	-0.4162	3.21305	2.8238502	-0.4697	2.0473	-0.07679999	5.8411503	-1.6175001	0.968931	0.41265	-2.0248	-2.0943	-1.6777	-2.8131502	2.0689387	3.3025312	2.8341777	-1.8946	-2.7368	-1.6532	-1.0263
EAF2	0.55284667	3.3707	2.0744	0.55075395	-1.4499521	2.962222	-1.6337	-0.4007	-0.3352	-3.97212	0.097	-1.0421	-2.4632	-1.3359001	0.57064134	2.46965	4.88435	-1.3938	0.8293	1.8297501	-2.5519	0.07789999	1.821	0.42811006	0.5936957	-0.4061	0.095	0.5947	1.4060669	0.93424994	0.68283486	0.19028357	2.1218	-2.0877	-1.2779	-1.1156	0.3538	-1.4329	-1.3053501	1.3804	-0.5052	-1.7053	2.04215	3.0967	0.76615	-0.33010006	-0.4516	-2.3239	-0.57710004	0.9975499	2.99805	-0.24666446	-0.22	-0.2701	0.4517	0.060049996	2.3227499	-2.2518044	-0.68801695	-0.09924166	-1.6589	2.2061	0.5987	-0.3127
UBA7	-0.17836435	0.3444	-0.6392	1.3287061	0.2729803	2.6232135	2.1484	0.0695	3.80995	-0.011494599	-1.4746	-1.1857	0.4839	3.8631	4.699316	1.46575	4.22755	1.4517	3.4387	2.5697002	0.5448	1.2464	0.70260006	4.5402255	3.5207293	0.1988	5.4133	5.2897	1.3821071	2.8594499	2.558932	1.9193188	-0.1136	-1.1813	1.3633	1.6387	6.1248	1.1519	2.0333	-1.1918	4.789	5.0438	0.9066	4.0121	0.4104	2.67935	2.6666	1.7049	1.1436	1.61775	2.7683501	2.3469384	1.26045	0.6292	-0.15755	2.6999998	2.67825	1.9605151	2.1458232	2.9233758	4.529	0.3491	5.5436	1.9688
TCF20	-1.4161036	-0.7196	-0.7567	5.1902146	0.6871084	-2.2851365	-1.1484	-1.615	1.5012499	2.7330668	-0.9178	1.8466	2.2239	2.41675	2.3922544	-0.72655	2.50985	0.573	-0.8019	-2.7059498	-1.9832	3.0769	-2.3773	2.584611	-1.2704464	-1.9032	0.6275	-4.6206	2.4771142	-0.55485	-0.65512407	0.6734984	-1.516	2.1205	3.2586	1.4223	-0.5863	1.5453	2.6353998	3.9554	1.0706	3.6235	2.9025502	-4.1836	2.627	2.0915499	0.9276	-3.1067	-0.14945	0.49395	1.2375	0.59350586	1.1675501	-0.44165	-1.0799	-0.16715002	-0.85585004	0.82882	0.45600903	0.4202847	1.1416	3.182	-0.2166	-1.012
SLC15A2	0.8271431	0.9306	0.9343	1.5870428	0.98706865	1.466557	-1.0797	0.2414	4.044	2.500007	-0.5489	-0.8088	1.4574	0.95059997	1.6967114	1.0372	4.1987	-1.0969	1.0918	-0.70930004	4.1696	3.2715	-1.99105	2.1254745	0.89787525	-0.6029	2.2932	-3.7531	5.534075	-1.5931499	0.28362536	2.1395876	2.9881	-1.2337	-1.6613	1.8574	-0.8496	0.4577	3.36965	-0.1706	-0.2942	1.3957	2.32195	1.9585	0.8676499	0.5668	-1.8471	2.3403	1.52525	-0.4625001	2.9398499	-0.9273007	-0.80615	-0.58865	-0.6434	1.0872	0.43469995	1.1929374	1.2139394	1.8979256	2.764	5.6482	-0.4848	-1.0216
SREBF2	0.35757968	3.9965	4.3595	0.6409	-1.750334	3.9259272	0.7289	2.1945	2.7985	2.0398629	-0.359	0.2646	2.9322	1.53045	1.4499904	0.85435	-0.972	1.1942	1.3427	-0.7406	-2.2003	1.5854499	3.00605	-0.7355267	2.2740152	-0.093	-1.7111	-0.338	0.78185153	3.1604	2.61292	-0.75112504	0.9787	3.812	-0.7347	0.2424	-0.8105	-2.8417501	0.81740004	-0.0688	-2.221	-0.641	-2.513	-2.71	-1.6319001	-2.8670502	-0.3258	-2.6204	1.9719999	-0.72894996	2.3256001	-0.5473085	2.99345	3.09115	3.5522	3.3092	3.25195	1.6313155	1.9505055	2.3481362	2.3197	0.8264	0.5365	0.8822
RASGRF1	3.6120448	3.3972	1.1952	4.427087	1.2149336	1.9804927	1.2158	3.0408	1.90075	-0.4134112	-0.8788	2.5449	0.4337	2.747	2.0653212	1.8395	0.6069	0.6478	0.929	1.3015	2.0244	3.00075	2.6041	4.0590262	2.0239623	-0.528	0.7021	1.9795	3.3031802	3.3179	3.3645895	0.0611607	0.9145	-0.5044	0.666	1.1847	3.8013	1.4922001	2.78375	-2.5018	3.018	0.9261	0.5928	0.6274	-0.74224997	2.8292	-0.3923	1.6079	3.6622002	3.81025	3.34435	1.114871	0.8718	1.9972999	3.1124501	2.89295	3.15745	0.8867812	0.40425855	0.7629309	8.2164	0.2637	2.1719	0.8456
CREBBP	-3.4058614	-4.8788	-2.0567	-1.6125622	-1.3967392	-1.7624712	-3.1668	3.1846	0.90129995	-0.5215494	-0.0456	0.1469	-1.6272	2.42605	0.9976585	2.8116999	1.0828999	3.6967	-4.5596	-0.76124996	-0.5736	-0.86395	-5.8765	1.6380979	-5.0612626	-2.2819	-0.0911	-3.6497	-0.19228096	-6.9543	-3.796781	0.46080744	1.1584	-2.1347	0.9626	1.4381	-1.4653	2.57265	0.576	0.3679	-0.6509	-0.5745	-0.3062	-0.5677	-1.70195	-1.79965	1.7005	-0.6203	0.32784998	2.18085	-0.27454996	-1.1788273	-0.89164996	-1.7148	-1.33605	-1.50605	0.59430003	-2.0689754	-2.792603	-3.2103617	2.0434	0.7981	2.4465	-0.5109
SCAMP5	5.410919	5.4255	3.4995	3.8792803	0.561039	3.648733	2.504	6.553	1.0335	-3.6367273	-0.9485	0.5912	-2.361	2.8026	3.2946024	0.21729994	-0.39295	1.6583	3.1238	2.23545	-0.7668	-0.72	6.37505	2.8750386	1.8229476	-0.3339	0.7874	2.9969	-0.05280468	3.20125	1.8675438	1.9839934	0.6207	-1.9457	0.736	1.7244	-1.2533	0.33095	0.44505	-1.6672	0.3406	2.9525	1.73025	0.6624	-0.72010005	1.48635	-0.0585	-1.2383	2.1614	0.43655	1.59125	2.970066	3.7443	2.5044	3.4656	2.37565	4.136	0.021547973	-0.077702336	1.687665	-2.4059	0.5353	1.4478	0.7414
FLAD1	3.6257915	-0.0914	-1.4003	2.7811854	1.0055879	-1.9668475	2.1605	-2.545	-1.4999	-0.5910442	-2.0101	-0.9425	-3.4747	-1.10745	0.38854054	-1.27245	-1.66055	-2.3397	-1.8116	-0.8573	0.8891	-2.14175	2.0817	0.86119616	0.18648608	-0.43	-1.1318	0.0074	-2.3973532	1.64655	-1.1498251	-2.2599401	-1.0179	-2.7451	-1.8228	-2.2418	4.9896	-1.72385	0.9059	-4.3839	-1.4327	0.0173	-1.05065	6.637	-1.8141999	0.0668	0.3428	0.5954	0.4307	0.2712	2.3937001	1.9195313	-0.54925	0.52495	1.1357499	2.17225	1.5487499	-0.64094925	-0.21134472	-0.9474566	-3.8059	-0.3139	0.2878	1.6585
FMO5	-0.12669474	1.1109	4.1251	1.9862676	-1.4601219	1.5034101	-1.2385	2.3713	-0.2489	-1.4467603	-0.3385	4.2385	3.4263	0.91910005	1.5474339	3.79265	0.06924999	1.9632	-0.2261	-0.42030004	2.1713	-0.12875	0.13279998	0.7509271	-0.3689942	-1.9773	-3.1537	1.0021	-1.2154925	-1.3903	-0.6387559	4.361245	0.868	-0.28	-2.3604	-0.8847	3.2133	1.4118	-0.048999965	-0.9337	-0.8888	2.7859	-6.5791	-2.6371	-3.3603	-4.7529	0.5602	2.4986	0.5273	1.9619501	0.27084997	-0.17238224	2.7626	2.6192	1.59155	2.3373	2.73025	1.1933753	1.1402267	1.5396917	1.4392	-0.743	1.4473	2.1624
DEGS1	-1.1004802	-0.6469	-2.464	-5.7933693	0.59547913	-2.6579032	-8.3912	-4.2729	-1.71215	-1.1452305	1.7006	0.7109	-2.4906	-5.8407497	-6.112601	0.11629999	-0.28284997	0.6435	-2.5621	-1.5078499	0.6745	-4.167	-2.5081	-5.8236904	0.75112104	0.1576	0.5365	1.2962	1.0420597	1.5988	2.179491	0.9857767	1.1383	-8.336	-0.6745	-2.7634	-6.3167	0.46495	-3.796	-1.3294	-1.982	-5.0652	-5.49345	1.9938	-1.8410999	-1.18655	0.8089	1.4257	-0.84134996	-2.3675	-2.7021	-6.012212	0.77465	0.9265	1.03755	1.1519	2.33485	0.3701021	0.6516386	0.10881044	-2.3798	-0.3076	4.0829	0.8628
NR1D2	1.5464623	1.1326	-0.2476	3.4218457	-1.08139	2.2072067	0.158	-1.3916	0.31865	0.6331321	-1.1072	3.1651	0.3437	3.00865	1.8567753	5.7007504	1.41345	-0.5052	-1.6929	0.208	1.3471	0.9641	-0.54174995	2.3913143	0.171277	-1.8026	0.2081	1.7482	3.1048455	1.4523	0.30470163	0.91764116	0.0088	1.4715	1.2475	1.932	1.7616	-0.21089995	-0.7233	-1.6253	1.7523	5.7553	0.68575	1.7239	1.23975	1.3758	2.3773	0.6745	0.67	1.09665	4.35865	3.7447362	0.91415	0.024349988	-1.4174	-1.1264501	-1.3554001	1.1492872	0.96163356	0.8984674	7.2576	1.1881	0.4638	-0.4233
ENPEP	4.236296	5.5833	5.3281	-0.101347506	-1.120637	5.303942	1.0274	2.6631	0.30035	0.50687194	-0.7964	-1.6069	0.3408	-1.6213499	-1.1815189	0.39135	1.7271	1.6415	2.0532	-1.39645	-0.1616	-0.16155005	4.0303	0.008965164	1.3922718	-2.0182	0.9123	-3.7076	1.5239909	1.32035	0.856853	0.052731242	-0.0224	0.1385	-0.7937	-0.0109	-3.2101	-0.83535004	2.4845	0.6795	-1.1852	-3.15	1.44485	-0.5094	1.39455	-0.1494	1.8307	1.719	-0.1172	-0.26475	0.63879997	-1.8703414	0.22539997	0.8743	1.8801	-0.09865001	1.6984	-1.5570246	-1.4564921	-1.2409995	0.2043	1.3006	0.0326	-1.9434
MAPRE1	-3.601072	-1.4837	0.2835	-1.3909787	1.043562	-1.0011026	-1.1532	-2.8355	1.2824501	-2.70131	1.4159	1.3215	0.9364	-0.6066	-2.9495873	-0.4643	1.08465	0.1497	-1.3545	-1.67325	-2.7328	-1.44605	-0.322	-1.1864095	-0.8804504	-1.3288	-0.5772	-5.7157	-3.3837419	-1.0384	-2.0693693	-0.90151155	0.1119	-1.3382	-0.2911	0.8109	0.2737	-0.41000003	-1.52825	-2.3002	-2.2037	0.0586	-1.73455	1.7991	-0.50845003	-1.6909499	-0.2152	-0.3267	-1.36035	-2.1549	-6.0839	-0.62170994	-1.6282501	-0.6792	-2.38445	-3.8608003	-1.8819	0.006602913	-0.6916021	0.69683397	-4.9723	-1.1522	1.2938	1.5059
ATP6V1H	-1.3806365	0.8579	1.0507	0.1911731	-0.9140374	1.6221999	0.4969	-1.1124	3.4073	1.8975161	0.3223	-2.3657	2.7117	-0.65459996	-3.9122913	-2.11235	0.58445	-0.5997	2.5336	-3.05805	-3.6251	2.6206	1.9986	1.1164486	-1.226247	1.1127	2.2124	-0.7899	0.98013794	-1.88815	0.5567922	0.32286227	-0.3973	0.0569	2.3126	3.5764	1.2902	0.89914995	0.99355	0.0911	1.4889	-0.9215	2.45245	-1.2067	1.0154	-0.0029000044	-0.7396	-0.4479	-0.33274996	1.82735	0.24329999	-1.1198395	0.26905	-0.1701	-0.4059	-0.3774	-0.91965	2.2559514	1.6465018	1.392314	-2.7634	-1.1473	-2.303	-1.7384
CERS6	2.80099	2.1987	-0.2825	0.44576553	-0.21365744	0.1725519	-3.082	2.0284	-2.82115	-1.9465405	0.8905	0.1145	-0.5905	-0.91639996	-1.9378464	0.22919995	0.48725003	0.0237	3.5743	-1.28475	1.582	1.1153	1.4725499	-0.08345097	2.9517467	-0.8111	-1.4886	-4.743	-1.1066154	1.829	1.4087641	3.0527754	-0.7644	-1.9124	3.2802	-4.5612	-5.2045	0.59025	-1.2395	-4.0014	-5.608	-4.2188	-5.8101997	-0.804	-4.31605	-7.7075005	1.6843	3.5142	-1.9488499	-1.9367499	-3.52985	-0.36261266	0.59070003	-0.38615	0.8868	1.2412	0.9314	1.3253064	1.5477217	1.6517339	2.7771	-2.9191	1.7028	0.1524
IQGAP2	-2.6536348	-0.2566	1.1489	-0.35644114	-0.7241224	-0.54342705	-2.1273	-4.2034	2.0513	1.0057408	-0.1849	2.1744	3.4633	3.9282	2.9400249	1.9900999	-1.4037999	0.6745	0.2442	-1.9602001	-0.7731	1.1850499	-0.6033	-1.9522846	-1.3900316	-0.3342	6.4445	-1.1131	0.20951967	-1.3953	-1.3386043	2.8500607	0.8702	1.1251	0.2147	1.8811	-1.1985	0.46865	1.2281499	-1.7773	6.2563	-1.6946	4.43145	-0.765	3.47	1.26225	0.9417	5.4904	3.70525	-1.3697	1.2193999	0.6038542	-0.80314994	-1.09875	-1.20485	-0.3035	-0.68925	1.3748901	0.42884028	1.898087	5.4175	-1.8898	-0.6747	1.1676
INCENP	4.459956	4.81	2.264	4.49029	-0.10124838	1.9699916	3.3972	-1.1053	1.5128	1.7253608	-1.8197	1.4353	-0.0252	4.561	4.6484766	6.03295	4.3784	1.3007	1.7483	1.9767	1.6492	2.3936	1.5681	6.2365017	1.0347735	0.5634	7.1118	5.45	1.0039406	3.6693	2.061328	-0.40565568	2.2199	-0.8352	1.1019	6.3892	2.3425	7.16375	4.72445	5.07	3.7472	3.5264	1.7672999	1.7978	1.92645	0.67635	1.1804	2.0204	1.678	4.35565	2.0566	1.609264	-1.2903	-0.41355002	0.08594999	-0.79605	-0.2184	-0.74989426	-0.4410766	-1.0278084	4.7052	4.5431	0.3758	1.1838
STAP1	1.6700407	3.0011	5.1753	-1.076784	-1.268592	3.8969247	-1.9714	0.5424	3.00345	-0.52387786	-1.1756	2.1664	3.7035	1.396	0.023266792	2.37675	2.83125	-0.2318	1.9126	-2.70795	-1.349	1.6595999	3.7947	0.8618049	0.70171285	-1.7332	1.0085	-4.9521	2.2453997	0.1076	1.4543678	-0.24797177	0.9503	-1.6558	-2.505	0.7183	0.5621	5.3226004	3.1423	-0.3774	5.9424	-0.5611	0.7659501	6.4632	1.9707501	0.5039	1.6638	7.0016	1.6329501	3.1808999	1.2994	0.48774135	-0.86265004	-0.49745002	-0.90555	-0.11079997	1.4906001	-0.548054	-0.43554804	0.5716232	-0.0029	2.4673	1.0288	-0.7115
BCL2L2	1.6461648	1.4887	-0.5008	0.32243338	0.5715118	1.1104329	1.0116	-3.6081	0.08009994	-1.8553938	0.0	-0.3857	-0.7598	0.40625	1.555346	-1.0746	2.9289	-2.4772	2.1549	0.44255	-0.6383	-1.05075	0.18805	0.9477541	0.30943528	0.3061	-7.0195	1.2122	-0.142437	1.3607	-0.784969	1.7133008	-3.3123	-0.8527	3.0375	2.6714	-1.1041	-0.028349996	2.15255	0.4281	2.1262	0.5606	1.54795	2.215	1.19655	2.7686	-0.7999	2.6871	0.02485	-0.15224993	0.0768	-1.4589084	1.55425	-0.6668	2.15255	0.98995	2.17825	-1.0281179	-1.0180893	-2.287536	-0.0086	2.5533	1.7376	0.9651
ATP6V1D	-1.9848707	-1.8456	-0.6283	-8.497814	-1.8884335	-2.0608118	-0.1527	-3.7107	1.6852	-0.9282171	0.9367	-1.581	1.3593	-3.68315	-8.672921	-0.99619997	-5.18075	1.0868	0.136	-2.9473	1.8542	-3.0951	0.85809994	-9.254919	2.4165287	3.5842	5.0632	-8.5398	2.0570023	-5.24235	2.6926837	-7.134404	-9.7177	-2.7379	-10.0	-10.0	-10.0	-1.84285	-7.14095	0.5722	-10.0	-10.0	5.0903997	0.8101	3.2311	5.98635	1.0301	0.5239	0.90970004	-0.05855	-2.8930001	-4.9085126	0.8364	1.12995	-2.0788	1.7591001	-2.09255	1.4909265	1.3625865	1.763211	-3.0463	-2.9017	-1.1864	-6.8873
PCIF1	-0.8850149	-1.7001	3.1794	1.0214546	-0.731777	-1.51478	-3.4379	0.5682	4.9896502	0.42497125	0.0451	0.6947	2.3127	1.93115	0.35046113	5.2045	5.47305	1.0708	0.918	-2.1061	0.7644	0.71875	-3.21395	-0.3176673	-2.5195644	2.3398	-3.3208	1.7337	2.0972838	-4.02215	-2.234208	1.1332278	1.6146	-0.9637	-0.3925	1.6488	1.6676	2.63255	1.96665	-2.0705	3.9789	3.1806	-2.36225	-4.5012	-1.17445	-1.492	0.9844	3.7727	0.2554	5.2192	2.259	1.600971	0.49054998	1.0861499	0.32244998	0.7817	-0.87405	1.7474259	1.3430451	2.5201244	0.8257	1.6355	-4.1926	0.6221
